Text,Rating
"Nice to meet you guys. Yeah,logistically it was uh kind of crazy,you know. I wasn't expected so, you know, getting getting all my stuff and getting somewhere else it was uh - it was a uh - hard but finally I'm here and I'm ready you know I have my first workout and there you go I'm here. Yeah, yeah I was cleared to play and I was I was ready for the game. So thumb is not an issue. It's younger, young organization, you know, we have a good group of guys you know a lot of new guys a lot of young guys so, you know, now we our goal is to win the games. Win as much as we can it's twenty six games I guess left in the regular season you gotta to try to win as much as we can and get to get to the eight spot, at least. Oh I'm, oh sorry, I'm a  physical guy I'm a, I like contact I like you know I'm playing for the teammates that's that's my identity you know I'm all about a team. No, no personal stuff you know. It's a team sport so we play you play five guys on the court we gotta we've gotta to be all all together. Oh he's a very talented young kid. You know he's he's proved that he's great player already and he's I feel I expected future in front of him. I I like jazz now right, now and uh barbecue. Yeah so yeah um I'm exploring city you know I'm um it's the west coast so I haven't had a chance to be here too too often but you know I'm gonna explore City here uh I have plenty of time now so I'll explore the city. Stack yeah, I know Stack since he was in Toronto so you know I just got got in last night but I had uh a chance to chat with him this morning and you know very high expectation.",2
"Uh, I mean down the stretch we played good. I mean, you know, we executed we made we made some mistakes on defense, but but still we were playing solid basketball in the first quarter. Second quarter, that's where that's where it got us in trouble, so- you know we gotta we gotta clean those those those starts you know the first quarter especially. You know we gave up the thirty seven points we we we can't, you know, I'm starting lineup, from me protecting the paint and,you know, we gotta we gotta do a better job on that one. As a team sport, you know, we uh try to win the game. You know, we trying to build good habits. Try to, you know, learn how to win the game you know you know. Stats are stats, you know, we don't look at the stats, we look at the uh result. I mean I'm enjoying it. As long as - it's productive I'm enjoying it. We, as I said a couple seconds ago,we're trying to win a game we do anything what uh coach thinks is the best, you know, I'm about I'm about winning. Losing sucks anything that helps us winning will do it.",0
Yeah I know him from day one ya know he added so many things in his game you know he's his finishes around the basket being been terrific you know he's he's good driving the ball towards the basket and you know pushing you know he's improved a lot Yeah you know it's not like giving a hard time you know we're trying to try to teach the young guy to how to become a better player you know how to become how to uh become one of the elite players you know he has a great body for the for a basketball uh if you want to create a basketball player probably that's that's him body wise and you know he just he's working hard he added the shots he added a lot of stuff in his game and I know he's just getting better so future's in front of him You know as I said before like he added so many so many stuff in his game and I'm happy you know he's my teammate he's great defensively long ass arms so he's great You know those days like this practicing wise he's great for us work we've gotta add some small details you know trying to shape up some things defensively offensively and you know we we going on a road trip with the good confidence you know we've gone there to win the game give us give give our the best shot,2
"The rim like me, that's it. Nah it went in. My teammates get me open. Uh, I'm just making shots. Uh, just knowing that, you know everybody kind of, you know, we kind of banged up you know. We didn't have all our, you know main guys and stuff. So you know I had to step up and, uh, I knew what I to do tonight. Nah, nah, I'm just talking to someone. Yeah, um, you know, just playing. You know, I didn't have. I was just hoping today. Uh, just comfortable and not thinking too much. Um, and that's it. Yeah. Nah. Alright, Zo. Uh, nah, I just came in just trying to hoop, trying to win. You know, uh we lost that game in Memphis. I was trying to get back, get back to uh, get back on our feet. Uh, I just knew we, we had to do something. Uh, cuz everybody, you know, we missing. No KCP, Brandon, Zo, we just kind of just everybody just kind of have to do their job and step up. Uh, it's cool. Big thing is, you know, just getting a win for us. Um, but you know for me it was you know getting back to the basics, getting back in the gym. You know I had, uh, a little struggle month I feel like. Uh, with my shooting and stuff, but you know hopefully this, uh, turnaround for me this month. Yeah. Um, I feel like I you know was speeding up a little bit. It's nice to slow it down. Um, I just got back to the basics. Close the floor. You know we knew they was gonna run a lot through Victor so, um, we just closed the floor and try to force turnovers and get out in transition. Who from the three? Okay. Oh, they just, psh. I don't know. Maybe they gotta get some work in too. But shoot, we gotta get some work in too, man. That free throw line, it's like a virus or something, man. That joint. I don't know, what did we shoot, twenty two from the free throw line? [inaudible] Oh shit, oh my bad. Yo, uh. Oh, for real? Dang, that's crazy. Yeah, we, yeah, yeah we gotta fix that. You know, we gotta get in the gym. I don't know. I don't have Instagram on my phone. They locked me out. Yo, uh, yeah, man, Instagram holla at me, yo. I can't get in my account. Uh, I'm locked out so. I'm locked out, man. Uh, nah I'm just hooping. You know, to be honest with you, uh if I'm here you want me to help, to help them win games. Uh, impact how I can. You know, if I'm not, it is what it is. You know, Imma, yeah, go ahead. Psh whenever it was going in. I mean, when it was going in. My bad! When the shots was just falling. Uh, you know, Luke drew up a play for me, a cut in the back door, he got me going early with a lay up. Uh, dang I'm about to get in trouble, I'll holla at y'all some other time.",2
"Had the game, you know, just slow it down. Got back to the basics, did my job. Um, just knowing when I'll get going or they gonna try to trap me on the screens. Uh, throw two, two guys on me, breaking the defense open. Just finding the next man. Uh, yeah I think coach we said after the game that he called the timeout like seven minutes and uh, they only scored five points after that in the third quarter, so. [inaudible] I had on the defense end, got out on transition, made easy buckets. Just, defensive stops. Um, that was it. Um, you know he's from Texas. I'm from Texas. You know what I'm saying. You know how he do. Um, but nah I mean, I've been watching AC play. I play AC in college, I played against him in college. You know, kind of, kind of grew up around the AAU scene. We, like our junior high school. Um, kind of just knowing what he do and uh, you know it was just kind of just coming together with us. Yeah, yeah, yeah. Yeah, that's good. I used to hate playing against AC in college. Uh, one of them, uh, pesky dudes getting in you defensively. Um, get people involved. Um, you know it's good we got him on the squad. Nah, I feel like I kind of had the same mindset, you know, off jump. Uh, just getting more time on the court, uh, finding plays anything to slow them down.",2
"Yeah, that's what's crazy. But um, we, you know, finished the game out. Got a win. KC made a big stop. You know everybody gonna get free throws, but uh, he made a big stop on Marcus that forced him into a tough shot at the end of a game. So, he made it up on that end. Yeah, um, we got stops. I feel like we was playing well defensively. Um, I mean we just made shots in the second half. Big, uh. Big plays, big shots. Um, it's good to see that [inaudible]. Just give him the ball. Yeah, you know, he had Al Horford on him. Uh, you know he can move a little bit so you know he just caused some trouble for him. Uh, make 'em. That's it. Focus and make 'em. That's all we could do. I was going to say something crazy but, uh, you know what, I was just, I was just [inaudible] in. Uh, just focus on the rim, that's all I see.",3
"Uh, I mean it's a different style, you know. They push the ball as well. So, it's getting out, um, running the lanes, uh I'm just coming, impact the game anyway I can. That's, uh, the biggest thing. Uh, I haven't really heard much yet. Um, just coming in here with an open mind. Um, we'll see tomorrow. Um, sometimes you know we're out playing and stuff like that. So, uh, you know I'm ready for whatever. Yeah, definitely make, you know, first trade, um. First time I've been traded in the league. Um, definitely good to have somebody that you know that I've been with for like, three years, uh, with me. Um, I mean it's kind of, of relieving you know. Uh, being able to be in a place they want you here, uh, coming here to compete. Uh, you know all the rumors and stuff, uh, you know sometimes a tough message to hear during the year, but you know I'm just happy to be here and uh, feel like it's a blessing. Uh, I was asleep on the couch to be honest with you. You know, Magic, Rob, uh, you know, they called me like three times. I was sleep on the couch, uh, I just kind of looked at the phone cuz we had a game. It was shoot around and I was like, man I'm gonna get my sleep real quick. Then, I called them like fifteen minutes later and then you know I had to move. Yeah, I know what, uh, I know what their main goal is. You know it's to bring a chip here so, um, coming in here with definitely different mindset, uh, coming in trying to win. Uh, I know everytime I step on the floor, uh, we got, we got a chance to win. You know, in Los Angeles, I feel like we was working to build something. Here, it's, you know we here to, you know, win, compete, and uh, try to get to uh, try to get the chip. I did, you know, that was pretty crazy. And that's kinda something I'm always gonna be able to tell my kids. Um, [inaudible] you know what it is. Yeah, yeah, yeah. You know, I did. Yeah, yeah, um, him and Kobe are definitely two players that I watched growing up. Um, you know to play alongside him, it was pretty crazy. Something that Imma cherish a lot. Uh, yeah. Feel like that's my job. You know, come in there, [inaudible], coming in there, score, make plays, uh, play defense. Yeah I mean, um, just times of us going through the plays, uh, shoot he already knew like what I like to do, basically. Um, so he kind of just threw me in a position as well as, uh, as well as coach. So, um, I feel like I'm real comfortable here right now. Um, I mean him and Kobe is, uh, probably the most detailed and I feel like that's why they the best players. You know, arguably just two best players, to, you know, play. So, you know, they real detailed, feel like my rookie year. They knew everything about me so, um, you know I have another player like that. It's definitely cool to play with.",2
"Today, uh, but I feel like you know, we keep playing like that, having fun, moving the ball. Uh, things would come a lot faster for us. It's a way to hoop. It's a, it's a way to hoop. That's it. Um, you know you're out there on the floor for a purpose. Uh, you know we're out there to win. You know, just uh, you know he got, I knew he got one goal you want to win that chip. So, we just here to help and um, you know, do our job. We had a game. I think we was playing, uh, well when I was with the Lakers, I was getting ready to play the, to play the Thunder. Um, we had shoot around, I was sleep, Magic and Rob they was calling. Uh, I kind of like push, push the phone to the side a little bit, try to get some more rest before the game and, uh, I called him back like ten, fifteen minutes later and they just told me, uh, you know, I got traded. Um and that was it. Um, I was excited. You know, but at the same time it's kind of like, it's my first time being traded. Uh, coming somewhere where I really don't know nobody. Um, but it's easy having Larry here with me. Uh, guy that I played with. Uh, but these guys, you know, they welcomed us with open arms. You know, even, uh, when we landed, some hours that we spent before this game, you know, you say, see that dudes really care and uh, you know it's cool. It's a cool vibe. You say what? Yeah, uh, especially without no practice. Uh nothin' crazy so, um, a lot of it was all communication. We did a good job communicating and uh, helping each other, having each other's back moving, flying around the court. I think it was awesome.",3
"Uh, just feeling good. You know we still got a long way to go. We, uh, know be in for a couple of days now so we're just gonna keep continue, uh, working. Uh, you know focusing on one thing. Let's win. Uh, it's fun man. Courts are open. Um, everybody playing for each other, uh, no matter who score the ball, um, me getting in the paint, making a plays for each other. You know, it's fun basketball. That's how you supposed to play. Yeah. You know, Larry crash the glass hard. He rolls hard, he makes big plays and, um, you know that's what he, I seen in LA. And he doing it out here. So it's definitely a good thing. Uh, for me, I didn't really have none. I know that they, they, they here to win games. You know, I'm coming, I'm coming in here, um, trying to figure out my part is. Play my part. Help them win. Impact the game when I'm on the floor. And uh, that's it. Yeah, uh, well, I mean, Ty told me to come in here, be aggressive, and do what I do. So, uh, you know, that's what, that's, uh, how you fit in. Being yourself. Everybody talk and communicating. You know we aggressive on the ball. Uh, know rotations as well. You know we make me second or third efforts. You know, we still don't, uh, got along, but it going in on that end too. So you know we're just gonna keep getting better at communicating. Uh, just keep getting better everywhere.",3
"Um, we made shots, we move the ball, we got stops defensively, um, we just did a good job of converting on the offense and you know Kevin had a big game after he scored 19 or 20 something off like four attempts, so he was doing a good job today and getting fouled and getting to the line. Tristan had a big game as well, so offensively was moving the ball they put a lot of pressure on the rim so we always getting open shots from the perimeter. Um, I mean it's easy to get the game going from the outside when you start in so, um, they had a good two-man game going, you saw them rolling and, uh, Kevin make it past the Tristan roll into the basket and vice versa so makes the game easier for us because they're putting so much pressure on the rim helps us get wide open shots on the outside. Uh, yeah well actually the last two games nothing to play defense really well. We have teams to good field goal percentage and you know he's running off three-point line we had that stretch where I said they was gonna have a run, um, you know we slowed it down and uh then came back and put it on them but, um, I think our defense is growing so much. John-Blair Bickerstaff is doing a good job of really, um, nailing it down and you know talking about our communication everything like that, uh, so he's doing a great job implementing all that with us. Uh, Kevin probably. But yeah it was dope it's his first career win, uh, yeah it's cool. Uh, We was Uh just doing the same thing get in the paint, kick it out, find shooters, um and then keep continue to play to the other side. If we ain't got nothing on this side bring it to the other side and keep moving. We just can't stand still and watch guys kind of ice people up so as long as they keep moving the ball is gonna move as well it's gonna make everything easier. Hah, yeah yeah, I came here pretty hyped at halftime. I thought he had two of them I kicked him the second one I thought he's gonna make that second one but uh he's been practicing over the summer I seen him uh doing that so it's good to see him knock his first one in.",3
"We just continue to play hard, um, you know we never out the game. You know we got down ten, uh, at one point and kept pulling the game and close and then you know even [inaudible] took the lead at one time. We just kept fighting. A lot of us started on our defense, um, communicating well right now, um, just a few things at the end we just needed a tweak, um, we got a good, no good, uh, looks to us in the game it was a great shot thought it was going in too, by Kevin and you know we just right there, we fighting. Um, just our communication. A lot of us are getting comfortable with each other, um, being able to communicate on the floor you know Tristan has kind of been our, uh, like anchor on the defense and communicating back there, um, you know blocking shots, uh, walling guys up as well so, uh, us guards, um, you know really contesting. We're navigating, um, those screens, um, you know just trying to force them off they spots but you know they've done a good job. John-Blair Bickerstaff as well putting a lot of stuff here so they are doing a really good job. Uh just trying to impact the game any way I can. Try to play defense as well, um, and um, you know make make plays, too. I just got to keep continue to grind and, um, you know keep progressing because, um, today you know it's, it's not, it's not gonna be about tonight, it's gonna be about later on down the road. Uh, if we keep continue to play how we playing, the mistakes you made tonight, you know, help us in the long run. I was just being aggressive, um, about the same time trying to play slow, uh, especially in the paint, um, you know just feel the defense out you know when I have opportunity to uh, you know score, uh, put the ball in the basket, I try to. Um, I mean usually you know during those times that anything happens. Uh, I think we had the lead at that time, trying to get good, uh, good shots as well. Run some clock so you know we got some good looks, um, some didn't go in and you know we just gotta live with that.",2
"Um, just, everybody just kind of getting me open. Screening [inaudible] you know, consistently moving. We're moving the ball pretty well tonight so, uh, caused a lot of open shots. It was really good for us. That's the best, you know. He teams have, uh, have been putting pressure on the rim on us all year. You know him being down there it really changes the game. You know his seven blocks are probably more than anything else tonight just because we was getting those extra other possessions and you know who's been burning on those plays too. Uh I mean it's good. You know we play fast, uh, you know he has been on the floor as well uh you know when he when he's in there, he, he's able to kick the ball out, he knows I could create as well too. Uh you know he's doing a good job you know running that unit with us. [Laughs] Oh, I said I was like ""damn."" He was in the air forever. I was like ""Oh my god."" I know. That was crazy. Now I seen the replay when we came back here after the game, I thought Kevin was done for. I was like, ""Yo, you about to be everywhere tomorrow."" Yeah I think that probably would have been the best dunk in game. Seriously. Yeah, that's crazy.",3
"Um, you know they're doing amazing things. It's a great team, it's a great group of guys they got together. Everybody's playing and uh for each other. Um nothing against Cleveland or nothing. But I'm just happy for the opportunity here, uh, to go out here and try to help the organization achieve some of their goals. Uh, yeah I was running out getting ready to go on the court. Got pulled off to the side said I was traded, uh, flew home for Christmas I got to spend it with my family and then just locked in and got in today and just was, uh, ready to go. Just as many swing, swing passes you know. It's a lot of hockey assists, um, going on. Uh and then, you know, big plays by Donovan, Joe and big fella. Rudy man, he's. Those are special guys. I'm definitely, definitely, um, something you know nice to be apart of. Well, I just came here really with an open mind. I know these guys are really good. They got a talented group of guys. Um, like I said, just coming here with an open mind. Um, just helping in any way I can. Um, and just lay it out on the line when I'm out there. You say, what? Um, you know, he puts guys in a lot of good positions. You know, he runs a lot of screen and rolls. Lets guys get downhill, um, they spread the floor awesome so, just going in there, trying to learn, um, what all he's putting in. It's definitely gonna be a challenge but I'm ready to pick it up and ready to jump right in. Um, just whatever I can. When I'm in there, um, just trying to help any opportunity I get. That's scoring the ball defensively, rebounding, um, just coming out there and try to play with a purpose. Um, and that's really it. Just try to help the organization and their goals. Um, I mean, it's a lot of strength that I have in my game right now. Um, definitely continue to work, um, on everything but I feel like once I figure out the system and the sets, I'll figure out, you know, where I can impact the team. Like I said, it's a great organization. Um, just, you know, trying to embrace this opportunity and uh just helping any way I can and I think uh I'm in a good place and Imma go out there and play hard. Try to get us some wins.",2
"Yeah, yeah. I saw him walking over here with it. Uh, it feels good. My teammates man they were fine to me. They were screening, giving me the ball like how we supposed to do, what we preach. I mean defensively we just did a great job, uh, keeping guys in front of Rudy was being the presence that he is down there. Everybody just pitched in and another great, great team win. Uh, really was we just tried to keep it on the defensive end. We're gonna make shots in the second half, uh, I just kept playing you know. Kept getting stopped so we started getting stuff in transition and made the game easy for us. Oh, it means a lot but like I said, uh, I'm taking one day at a time, continue to progress, keep trying to get everything down um you know I've only been here for three days, four days now so I'm still trying to learn and get a get a feel for this and uh I'm just happy everybody's welcomed me with open arms and uh oh we've got the best fans man in the league hands down.",3
"Honest, just getting open. Uh, just shoot an open shot. When I got space, uh, coach is just tell me to let it go so I'm just trying to do what I can do to impact the game. Uh, we was down by a bunch of them. Eighteen to twenty so, uh, I was just trying to put us in a game where we had a shot at winning. Uh Nah, I'm just [inaudible], as you were saying, just trying to get us back in the game, for real. Trying to stay aggressive, um, keep taking all the shots, uh, trying just to play a little off I was kind of trying to read the defense as well. Get to my angles and make some space, see if I could make a play, so, uh, yeah, get that, get that opportunity to win the game. Towards the end, cutting it close I saw them react, especially on the [inaudible] as a team. Uh, you just gotta push through it and you know, it all depends the rest of the game. You just gotta keep going and get the next one.",1
"Um, we know our second unit is huge for us. Uh, we know the big impact we can do. Uh, however you have to be a high level every time we all know we're gonna make shots or not. We just have to defend, uh, have fun and play with energy. That's our identity and that's what we're trying to do every single night. Yeah, you know when you know that some shots for everybody is easy is easy for the point guard to pass you the ball. Is easy for formational [inaudible] go to the basket. Uh, open a lot of space we just keep going on second quarter and right now we just have to be looking for tomorrow. Um, no, but um, I don't think so. With somedays are like this, somedays are, um, you don't make shots. We don't have to keep believing us. Keep playing with energy and run. Malik is a great player. He's an energetic player. I mean here I've been with him four years. Uh, we've been playing together when he came um through a lot of things. Uh, he's aggressive he's aggressive, he opens all the things he shoot the ball extremely well so he opens things for [inaudible] information so it's it's really fun to play with him. But that's the great thing you know of us; all of us we can play. I told him, um, right be for the unit, Mike reported you know he they are great players they are not just in rotation right now but you know how fast they can change everything they just have to be stay ready there are great players they can play uh, basketball in a really high level and you see Malik got six points in two minutes so um you know sometimes he's tough we are deep team we got to keep through that. Looking we are in a business trip so let's go to Boston and get the win. Um, I mean most a great team they defend really well. They got talented players but we have to do our game we had to play how we play and get the win.",2
"Uh, I would always compete. Uh, be a family. Um, you know, know each other better. I think that our goal to compete every single game and be us. Uh, enjoy enjoy the journey. Um, yes play hard, um, and enjoy. That's it. Sure, um, probably from the first game we see something special mean with with without Karl now is gonna be a little bit more harder but but when he's back I think is gonna be sure. we got really good talented young guys we got to kind of all the stars and it's gonna be easy for us. Uh, it's fun. Uh, it's a chance for me to work on my life so I just try to enjoy, play hard, and win. At that point that game motivates for us for the next season of the Denver player. We we finished the season second place on the west, on the top west so it was a motivation for us. It was a tough, hurt loss but after that moment we we go to a game working really really hard that summer and be ready next season to go like no more no more playing around just for the first game. I think that's like Malik and me have been through that so that's a point for for a start next season without that way you know like every game [inaudible], uh, every loss game like you know like last game for example, we we cannot lose the games like that. Up 16 at the half time. So we gotta learn for that and figure it out. Yeah, uh, I think when you got your minutes and you got your minute's up, your motivation is going to be really high,  higher. You know I didn't have that chance in Denver, um, I just want to keep going, practicing to get my shot up and I'll keep believing in me. No, I mean it's just this this year. My third year I started like 25 minutes a game, we win a lot I play really, really, really, good then I, I came to a summer you know we won the World Championship with me starting on the team in Spain I play really really good last summer and it's just that, that this decision I had a lot to change. But I'm not regretting that. Uh, they have a lot of good players we are we were really really deep team and I didn't have a chance. So, I just found myself, the team let me go and uh, I'm thankful for what they did and I'm thankful for the chance I got right now uh and I just want to play hard and have fun.",2
"Uh, like a weird feeling. You know it was my home for four years, I grew up here, um, I'm the man, like I'm the man who I am because Denver because all organization all the teammates all the coaches. Um, the way the way all all happening like like really fast uh I kind of I kind of sad because I had a chance to say goodbye to everybody and say by the way say what I, I want to say right now I got a change right here so I I just want to thank thanks to everybody from make the day my dream come true make make the change to a kid who was dreaming about NBA, make believe it and make make it true. So thanks first of all, first of all to like [inaudible] family, um for team, [inaudible], to Russ and coach Malone to to make my dream come true. Um, to tell all the kids like the dreams are becoming true if you pursued and you consistent were really hard so I, so I guess I just have a lot of words about thanking to everybody like um, tell me to grow up as a man and as a person who I am hunting am a better person and better player uh when doesn't done when I came so that's that's all all thank you for the [inaudible] and of course the Denver's fans they always cheese for me um even even the hard times they cheer for me when I when I sub in or I started that was like unconditional love for me for all the Denver nation and and I feel I love, I love them and I love all of them all the fans to all the people on the [inaudible]. Uh, it's really difficult I'm not gonna lie it was a hard times this was my home um my theme when the players get out of the comfort zone they are when they work harder and they when they fight for the chance I know I I was really happy here with all the players but I think this chance and this opportunity for me as a player is the best for me. Um, I talked to Joker a couple weeks before the trade like he's my best friend he want them the best things for me so I know he gonna be sad but everything he seen me playing 35 minutes or starting on scoring he's gonna be happy for me because he know how how much I work how much I hurt every time on the team and then and I think he he know I deserve this change so for sure it's tough times but a tough decision at the end are good for for the person. He's a good challenge, I love, I love the challenge the challenge one big challenge when I came to the NBA was come here I'm very nice or come here and competing and be the best player. I love the challenge. Uh, in my life I start, I think I'm gonna get bored. I want a challenge every year. Um, I was thinking about the game but I think it's gonna be more like when Spain play Serbia when I face Joker it was really weird feeling. I wanna cheer for him but at the end I wanna beat him and then that game he got ejected I was I tried to stop him but I'm playing for my country. So, I think it's gonna be there's gonna be a lot of feelings I just want to play hard, enjoy, play for my team and try to get the win. Yeah, just the opportunity. The confidence, um, um, Denver got good players now. Um,  my third year I play a lot and this year I didn't have a chance but I don't blame anyone, I don't blame the coach you know because the coach makes the tough decision to put every player in every moment so I don't blame. It's his work. Um, my love from my coach Malone, man. He, he told me before I, I get trade he told me like he want me to get trade to get the chance because he cared about me so, um, that's the thing. Yeah for sure, I'm excited to see everybody. Um, I already know it. Uh, before the game, that we play, uh, coach talked to me he told me like go to his office I go to him and he told me like he don't want me to play because if I get hurt I don't get the chance to get traded or something like that I told him the best way to me to get off Denver is to fight for a win and I play good, I play great, and we get the win so it was it was for me like the great goodbye you know I already know the trade is gonna be soon but I don't know that soon and I knew you were my, my last my last game ended so I I just enjoyed it, we get the win so that's the best the best way to say goodbye. Tell him like I want to play. It's my decision I'm ready to play I'm ready for the team. He talked to Tim Connelly, you know Tim Connelly love me a lot and I love him so much so he know he know how hard for me is like no play. I wanna play every time even if I heard I play even if I got bad days I play so he know as a competitor was the way the best way to for me so he let me play.",2
"I mean we know we know what goal is to build a chemistry to build a team and if you win that help the chemistry help the guys. Is a good moment especially the way with how we won last game it was it was great. We were down twelve, four minutes left and we keep believing and I think there's a huge huge [inaudible] for us. Yeah, I mean that's the goal, that's the plan. Um, that's a reason we watch film yesterday to try to to get that defense for for 48 minutes and we're gonna be good. Uh, yeah it's huge. Spending time together, spending every day together that that's going to help. Especially in the road we're kind of alone we can we can enjoy an approach that to know each other so I think that's really important to know each other on and off the court. Um see what the people are like on and off the court and just build a relationship. We are building a family that's knowing each other and what we like knowing what like, what we don't like and just just trust each other. That's huge you know. Not just in Miami, he's a [inaudible], a leader, he's the guy we have to focus on. Looking, look at what he does. I mean, he's been around for for like 10 12 14 years he's he's huge. Everytime he talk everybody listen. He know what he been through, he know what we need, and we just follow his leadership. Uh, I like to play against all the good players. It's going to be a hard challenge. He has uh, what's really I know him what he does and what doesn't get to him. Um, he's a leadership. He know, sometimes he know when he wanna be hard on you - just you wake up on the game or what you, or what he want you to expect. Um, you have to be around him to know how big he is. Like, uh, off the court and on the court. Like he know everything. He been through everything bad things [inaudible] things, on the court on the back on the glove things and bad things or good things about teams you know what we need to win. He, he, he know when we have to focus when we had to lock in. Um, yes he's our leader.",3
"Um, we absorb some big runs from them and gotta give them credit. They kept, you know you know they kept coming so uh, I mean and Dan was special it's my first time seeing it you know on his side and it was special to watch and kept getting stops down the stretch and you know the game plan really came to fruition there for us late. Yeah, uh, you know, it's good to see the ball go in but um that'll come. Um, you know as you're finding rhythm as you know kind of get used to things, get the jitters out, and um you know my defense is gonna be the constant thing for me regardless at the shots falling or not so, uh, I just want to find other ways and impact the game you got you know two of the best scorers at their position in the league and Hassan down low and uh, Antsimons did a great job for us off the bench so my job is to go out there and disrupt. Oh yeah, um, my favorite play the game go chase down block um he didn't really hit me hard enough so I just kind of stayed on his hip and I think he jumped off his uh jumped out the wrong foot and I was able to get it, get a good clean block. Easily. Chased down block. Tayshaun Prince and Reggie Miller, uh, LeBron James, Andre Iguodala. You know it changes the game uh and you know got a really good look out of it and those are the plays that really get everyone amped up. That he's on our team. He's a big guy. He had all that big in foul trouble tonight every three or four guys were able to get to the rim, um, knocked down a lot of his free throws and you know did the thing he was put on this planet to do and that's uh you know be a dominant force out there and he helped us out a lot tonight. It's work in progress but you know that's, that's when you got a regular season for. We, we, you know, we trying to you know trying different things we install some new things defensively and you got a lot of new guys so we're still trying to figure it out. But um the efforts there uh and we're finding ways to keep ourselves in a game with that being our, uh, you know deficiency right now I think. Uh, you look at everything else I think we've done a pretty solid job across the boards just you know a three-point shot and that's kind of where the games going it. Uh, seems a [inaudible] those shots. So you know, uh, you gotta take the good with the bad and you continue to move forward and I think we will be we'll be ready when the time come.",1
"Well it's, you know, what the fourth game of a road trip looks like in October. Um, you know still trying to figure it out new team and, uh, you know despite not shooting the ball well I think you know on the road trip, uh, we still managed to finish 3-1 so it says a lot about what we're trying to do and defensively I think we taking strides in the right direction. Uh, we've had some flip-flop. Have some games we've been great and then not so great so uh you know we just still building finding ways to win games until we can really, really get it going. Oh yeah I did you know but you know he's buying in came back in and give us a lift down the stretch. Some timely blocks big possession. So that's what this team's made out of you know. Playing through stuff you know it's a long year guys gonna be banged up and it was the end of a road trip so it's all about holding together mentally. Yeah I mean, yeah you know at home you got all your home modalities, you got some remedies you got you know your bed you know it's you know fully eating. All those things that you know kind of taking away being on the road kind of limited with your resources and um we just gotta find a way take care of your body best you can ud get your rest and you know just come out and try to play hard and um we did about committee this entire trip you know guys we lost Zack and that was huge. And anything Anfree and Tyler with a huge game tonight you know guarding Diallo so you know this is what this team's built up and that's what you know really breeds the champion is whether in the storms, weathering the ups and downs throughout the season.",1
"Uh, that's just been our motto you know just fight to the finish. Uh, you know it haven't been pretty you know forth of late but we been getting wins and um you know just build a character one game at a time you know learn how to win these games it's gonna help us down the road. Um, oh just staying resilient you know. Just trusting your work um I got great teammates, a great coaching staff you know before every game you know always in my ear you know keeping me up and it starts in my defense you know. Anytime I'm out playing you know running you know bringing the energy you know everything else kind of falls in place and made a couple shots early got to the rim a little bit and I made my free throws. I'm just having fun you know all that stuff is super genuine and authentic you know if it happens in the middle of the game I just kind of stick with it and my teammates embrace it and obviously you guys do as well so that's the fun thing. Alright. Oh we just play with a different attitude, different swagger, uh little bit more physical. You know I think defensively we've ramped it up a little bit uh you know offensively things are still starting to come into place. Uh, didn't have Melo tonight so we know we had to win by committee and we did a good job got some good you know good production off the bench from [inaudible]. Gary Trent with two free throws there late so team effort. Thank you.",2
"Oh yeah um I'm just you know kind of getting back in my roots you know what I do you know defensively and uh you know still trying to iron things out you know offensively but fitting in well. Locker room has been great you know coaching staff has been great you know. Even seeing Paige and Vlade you know everyday just you know they you know encouraging me you know and it's been solid so far. Oh for sure you know it's been my calling card my entire you know basketball career is uh being able to get stops and uh you know disrupt other team's offense and you know tonight I was able to you know make some plays down the stretch offensively with some timely cuts and uh some solid passes. So it's all coming together you know prior to myself and playing a lot of defense and you know where the league is going you know it's kind of a second thought now um you know they're going guys they could put the ball in the cupboard uh you know it's a few of us still out there that take you know pride in defense and that's why I'm here. Mm-hmm. Yeah, I think so even, even the last time so I was able to watch the last time they played Miami down in Miami is just you know little things uh you know they're up late and um you know just having you know a veteran on the floor to kind of pick guys and right uh space defensively. I think tonight the defense you know was a big reason why we won. Obviously we had 29 this offensively but defense of stops. Ninety seven points. So they helped us out a lot and down the stretch is just all about being vocal and kind of taking something away from the game and I thought I did a good job of that on Robinson and you know guys is uh being in the right spot defensively making a tough one who knows. Right, yeah. Yeah. Well yeah I honestly don't, honestly think they did a really good job of holding together I think. You know when we came here there was still a little bit of optimism and how good this team could be and now wes just, the worker is starting to show. You know it's a long season you know the ebbs and flows of it - win streak lose streaks. You know it's all relative you know it's just like life and we got a bunch of resilient guys in here and guys still show up to work two great practices the last couple days and it rolled over into the night. I think you know in in been home which is a very underrated aspect to you know you can have a couple days in a row where you don't have you know the facilities and resources that you would normally have you're away from your family but with spending a couple days here in Sacramento uh able to you know get out and about you know play some golf have some great practices and spend some time my family so uh really you know kind of got my feet in the mud a little bit out here and let my hair down a little bit and was a you know came into the gym tonight you know feeling like I was home. Uh, yeah, but like I said mean you know when A-T and I came in you know just a couple weeks ago, you know it's pretty seamless. I played with Alex in Atlanta for a year and Jabaris you know I'm a fan of his from you know what he's been you know battling through with the injuries and just coming back and you know just playing a game and he loves. So you know we all cut from the same cloth you know a lot of guys in this league and just to add two more you know veteran guys have been around for a little bit it's going you know helped that experience down the stretch and in practices and so forth so on.",2
